ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
814	"ENSMUSG00000029864.8"	"Gstk1"	chr6	+	42224667	42224780	42224667	42224703	42226312	42226429	814	3,2,1	14,22,13	0,1,1	11,22,11	201	124	1	1.0	0.117,0.053,0.045	0.0,0.027,0.053	0.045
817	"ENSMUSG00000020288.14"	"Ahsa2"	chr11	-	23442137	23442306	23442217	23442306	23441474	23441582	817	67,70,62	427,499,288	27,51,24	208,397,192	204	124	0.0787874544319	0.44806487372787224	0.087,0.079,0.116	0.073,0.072,0.071	0.022
818	"ENSMUSG00000020288.14"	"Ahsa2"	chr11	-	23446690	23446881	23446765	23446881	23443278	23443393	818	243,280,177	0,0,0	124,232,118	0,0,1	199	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.987	0.004
819	"ENSMUSG00000020288.14"	"Ahsa2"	chr11	-	23446690	23446881	23446765	23446881	23444978	23445064	819	886,999,594	6,14,4	539,781,367	3,8,6	199	124	0.842381282091	1.0	0.989,0.978,0.989	0.991,0.984,0.974	0.002
820	"ENSMUSG00000029916.12"	"Agk"	chr6	+	40329286	40331741	40329286	40329366	40331947	40332027	820	80,77,66	4,5,3	42,55,115	0,4,7	2499	124	0.646759694604	1.0	0.498,0.433,0.522	1.0,0.406,0.449	-0.134
821	"ENSMUSG00000073125.11"	"Xlr3b"	chrX	+	72237775	72237912	72237775	72237897	72238605	72238675	821	0,0,1	8,7,11	0,1,6	15,68,0	139	124	0.0254020319015	0.23223566507415666	0.0,0.0,0.075	0.0,0.013,1.0	-0.313
822	"ENSMUSG00000029922.16"	"Mkrn1"	chr6	-	39377328	39377439	39377395	39377439	39376731	39376870	822	1044,1372,988	0,3,2	825,1229,791	0,0,0	191	124	1	1.0	1.0,0.997,0.997	1.0,1.0,1.0	-0.002
823	"ENSMUSG00000036872.17"	"Abcc12"	chr8	-	87235709	87235869	87235719	87235869	87234526	87234605	823	2,0,0	2,0,3	0,1,0	0,3,0	134	124	1	1.0	0.481,NA,0.0	NA,0.236,NA	0.005
824	"ENSMUSG00000029925.14"	"Tbxas1"	chr6	+	39057872	39060789	39057872	39058010	39061229	39061519	824	20,23,9	0,0,0	18,20,15	1,0,0	2903	124	1	1.0	1.0,1.0,1.0	0.435,1.0,1.0	0.188
825	"ENSMUSG00000038520.16"	"Tbc1d17"	chr7	-	44491609	44491724	44491626	44491724	44491406	44491523	825	11,8,7	100,106,82	5,11,10	57,93,87	141	124	0.537536920357	1.0	0.088,0.062,0.07	0.072,0.094,0.092	-0.013
826	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	53987796	53987842	53987796	53987840	53990311	53990387	826	103,117,70	4,0,1	52,93,62	1,1,2	126	124	0.823394991773	1.0	0.962,1.0,0.986	0.981,0.989,0.968	0.003
827	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	53987796	53987897	53987796	53987840	53990311	53990387	827	7,7,3	4,0,1	7,9,1	1,1,2	181	124	0.894616448424	1.0	0.545,1.0,0.673	0.827,0.86,0.255	0.092
828	"ENSMUSG00000039178.10"	"Tbc1d19"	chr5	+	53987796	53987897	53987796	53987842	53990311	53990387	828	6,7,3	102,117,70	7,7,1	52,91,62	179	124	0.587239963745	1.0	0.039,0.04,0.029	0.085,0.051,0.011	-0.013
829	"ENSMUSG00000029833.18"	"Trim24"	chr6	+	37922455	37922724	37922455	37922622	37926156	37926333	829	166,162,103	94,92,120	90,123,67	74,91,74	226	124	0.361006098757	1.0	0.492,0.491,0.32	0.4,0.426,0.332	0.048
830	"ENSMUSG00000022335.18"	"Zfat"	chr15	-	67982292	67982411	67982325	67982411	67976804	67976928	830	7,11,3	17,19,16	0,7,2	20,20,15	157	124	0.0279006493822	0.24853839822284954	0.245,0.314,0.129	0.0,0.217,0.095	0.125
831	"ENSMUSG00000022335.18"	"Zfat"	chr15	-	68084441	68084693	68084462	68084693	68058899	68059085	831	27,13,9	2,3,3	13,19,5	2,4,0	145	124	0.827874920914	1.0	0.92,0.787,0.72	0.848,0.802,1.0	-0.074
832	"ENSMUSG00000038836.16"	"Agbl3"	chr6	+	34757809	34757994	34757809	34757927	34759034	34759153	832	46,49,42	0,0,0	45,67,39	0,0,1	191	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.962	0.013
833	"ENSMUSG00000038836.16"	"Agbl3"	chr6	+	34775128	34775267	34775128	34775256	34776067	34776844	833	4,4,1	3,2,1	8,6,3	4,1,0	135	124	0.190057773009	0.7399269543525989	0.55,0.648,0.479	0.648,0.846,1.0	-0.272
837	"ENSMUSG00000087380.9"	"2210408F21Rik"	chr6	+	31305223	31305324	31305223	31305295	31312925	31312997	837	0,1,1	1,0,0	1,0,0	0,2,0	153	124	1	1.0	0.0,1.0,1.0	1.0,0.0,NA	0.167
839	"ENSMUSG00000056215.15"	"Lrguk"	chr6	+	34020339	34020470	34020339	34020440	34025793	34025875	839	0,0,2	3,7,4	0,0,0	4,2,6	154	124	1	1.0	0.0,0.0,0.287	0.0,0.0,0.0	0.096
842	"ENSMUSG00000037337.12"	"Map4k1"	chr7	+	28699388	28699519	28699388	28699447	28699615	28699719	842	0,0,0	9,11,7	0,2,2	8,18,10	196	124	0.852175894173	1.0	0.0,0.0,0.0	0.0,0.066,0.112	-0.059
843	"ENSMUSG00000000416.17"	"Cttnbp2"	chr6	-	18433818	18435445	18433981	18435445	18427437	18427641	843	127,130,131	55,65,54	74,113,64	55,95,40	287	124	0.000879447001918	0.025925738658582675	0.499,0.464,0.512	0.368,0.339,0.409	0.12
844	"ENSMUSG00000037846.19"	"Rtkn2"	chr10	+	67823136	67823342	67823136	67823333	67833394	67833453	844	5,6,4	8,14,12	0,3,0	4,8,4	133	124	0.00748427199048	0.11562599882618566	0.368,0.285,0.237	0.0,0.259,0.0	0.21
845	"ENSMUSG00000040918.13"	"Slc19a2"	chr1	+	164084315	164084918	164084315	164084804	164088360	164088586	845	24,46,22	2,0,0	18,21,13	1,1,3	238	124	0.0291940622029	0.2563575857269851	0.862,1.0,1.0	0.904,0.916,0.693	0.116
847	"ENSMUSG00000090063.8"	"Dlx6os1"	chr6	-	6823742	6824567	6824385	6824567	6822297	6822323	847	1493,1694,1541	1,0,0	1060,1499,481	0,0,0	767	124	1	1.0	0.996,1.0,1.0	1.0,1.0,1.0	-0.001
848	"ENSMUSG00000090063.8"	"Dlx6os1"	chr6	-	6824066	6824567	6824385	6824567	6822297	6822323	848	748,796,706	1,0,0	467,642,209	0,0,0	443	124	1	1.0	0.995,1.0,1.0	1.0,1.0,1.0	-0.002
849	"ENSMUSG00000090063.8"	"Dlx6os1"	chr6	-	6869308	6869787	6869664	6869787	6825841	6826006	849	282,307,251	0,0,2	215,290,80	0,0,0	480	124	1	1.0	1.0,1.0,0.97	1.0,1.0,1.0	-0.01
850	"ENSMUSG00000046223.11"	"Plaur"	chr7	+	24171323	24171697	24171323	24171479	24171997	24172132	850	2,2,2	7,8,2	0,0,0	1,3,4	342	124	0.0177858702185	0.1861716632653859	0.094,0.083,0.266	0.0,0.0,0.0	0.148
851	"ENSMUSG00000032827.16"	"Ppp1r9a"	chr6	+	5154008	5154318	5154008	5154207	5156120	5156240	851	15,21,9	14,13,9	11,25,14	2,17,6	235	124	0.147064286727	0.6313056825472556	0.361,0.46,0.345	0.744,0.437,0.552	-0.189
852	"ENSMUSG00000029359.14"	"Tesc"	chr5	+	118194441	118194508	118194441	118194503	118194601	118194709	852	4,0,1	7,4,3	0,1,0	2,9,21	129	124	0.0129249236256	0.16164547339549093	0.355,0.0,0.243	0.0,0.096,0.0	0.167
853	"ENSMUSG00000021262.16"	"Evl"	chr12	+	108649453	108649669	108649453	108649520	108652308	108652375	853	648,784,686	1589,1867,1385	357,534,479	1273,2060,1022	273	124	0.000784186174262	0.0248957566751969	0.156,0.16,0.184	0.113,0.105,0.176	0.035
855	"ENSMUSG00000027854.13"	"Sike1"	chr3	+	102904558	102904725	102904558	102904701	102905805	102905919	855	9,4,5	275,267,218	2,3,1	158,258,145	148	124	0.105543454801	0.5293663904862655	0.027,0.012,0.019	0.01,0.01,0.006	0.011
856	"ENSMUSG00000024222.18"	"Fkbp5"	chr17	-	28726162	28726443	28726209	28726443	28706878	28706977	856	0,1,0	1,0,0	0,1,0	0,0,0	171	124	1	1.0	0.0,1.0,NA	NA,1.0,NA	-0.5
857	"ENSMUSG00000002825.9"	"Qtrt1"	chr9	+	21323528	21323827	21323528	21323597	21328360	21328439	857	135,147,98	0,0,0	62,104,80	2,0,2	354	124	0.478808232996	1.0	1.0,1.0,1.0	0.916,1.0,0.933	0.05
858	"ENSMUSG00000002825.9"	"Qtrt1"	chr9	+	21328567	21328693	21328567	21328683	21329579	21329718	858	26,9,21	75,94,73	12,31,19	42,94,63	134	124	0.222124636777	0.79705717616787	0.243,0.081,0.21	0.209,0.234,0.218	-0.042
859	"ENSMUSG00000055850.13"	"Rnf181"	chr6	-	72338099	72338209	72338104	72338209	72337857	72337932	859	305,286,233	3,7,6	145,267,261	0,1,9	129	124	0.398828393571	1.0	0.99,0.975,0.974	1.0,0.996,0.965	-0.007
860	"ENSMUSG00000055850.13"	"Rnf181"	chr6	-	72338099	72338209	72338104	72338209	72337857	72337996	860	14,15,7	5,1,5	9,4,12	1,3,0	129	124	0.123762462935	0.5716751871706103	0.729,0.935,0.574	0.896,0.562,1.0	-0.073
861	"ENSMUSG00000004994.13"	"Ccdc130"	chr8	-	84989595	84989677	84989621	84989677	84988368	84988429	861	3,10,4	30,29,33	1,2,1	29,49,17	150	124	0.000646234595741	0.023049033914762332	0.076,0.222,0.091	0.028,0.033,0.046	0.094
863	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988749	90988833	90988752	90988833	90988329	90988488	863	114,125,99	20,23,22	70,164,119	22,36,20	127	124	0.471435651411	1.0	0.848,0.841,0.815	0.756,0.816,0.853	0.026
864	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988749	90988833	90988761	90988833	90988329	90988488	864	130,148,117	67,84,43	77,183,132	40,71,34	136	124	0.147986496021	0.63338220296988	0.639,0.616,0.713	0.637,0.701,0.78	-0.05
865	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988749	90988833	90988806	90988833	90988329	90988488	865	216,278,191	1,1,1	165,301,229	0,2,0	181	124	1	1.0	0.993,0.995,0.992	1.0,0.99,1.0	-0.003
866	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988752	90988833	90988761	90988833	90988329	90988488	866	36,46,40	67,84,43	29,55,33	40,71,34	133	124	0.262459094088	0.876583032162118	0.334,0.338,0.464	0.403,0.419,0.475	-0.054
867	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988752	90988833	90988806	90988833	90988329	90988488	867	122,176,114	1,1,1	117,173,130	0,2,0	178	124	1	1.0	0.988,0.992,0.988	1.0,0.984,1.0	-0.005
868	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90988761	90988833	90988806	90988833	90988329	90988488	868	153,214,117	1,1,1	128,189,131	0,2,0	169	124	1	1.0	0.991,0.994,0.988	1.0,0.986,1.0	-0.004
869	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90997258	90997508	90997387	90997508	90996890	90997030	869	279,367,272	16,36,27	233,351,172	14,37,44	253	124	0.135221731757	0.5973326957889495	0.895,0.833,0.832	0.891,0.823,0.657	0.063
871	"ENSMUSG00000040687.17"	"Madd"	chr2	-	90997852	90998063	90997872	90998063	90997258	90997512	871	2,1,6	195,207,157	3,5,1	131,189,174	144	124	0.847411184199	1.0	0.009,0.004,0.032	0.019,0.022,0.005	-0.0
872	"ENSMUSG00000041147.11"	"Brca2"	chr5	+	150446096	150446555	150446096	150446361	150446639	150446744	872	8,3,7	1,10,4	2,0,5	0,6,5	318	124	0.234867083196	0.8254971391411203	0.757,0.105,0.406	1.0,0.0,0.281	-0.004
873	"ENSMUSG00000041147.11"	"Brca2"	chr5	+	150455148	150455867	150455148	150455198	150458057	150458107	873	17,3,26	2,1,0	8,20,10	0,2,0	793	124	0.473674556779	1.0	0.571,0.319,1.0	1.0,0.61,1.0	-0.24
875	"ENSMUSG00000029713.16"	"Gnb2"	chr5	-	137528107	137528552	137528445	137528552	137527864	137528027	875	1433,1507,1040	0,0,0	873,1438,988	2,0,0	462	124	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0	0.003
876	"ENSMUSG00000001632.17"	"Brpf1"	chr6	+	113294508	113294655	113294508	113294637	113295372	113295682	876	27,43,15	82,88,62	12,29,30	46,93,27	142	124	0.502022378366	1.0	0.223,0.299,0.174	0.186,0.214,0.492	-0.065
877	"ENSMUSG00000004952.14"	"Rasa4"	chr5	+	136133369	136134593	136133369	136133507	136135924	136136045	877	58,59,56	3,0,2	23,27,17	0,1,1	1210	124	0.0319176783951	0.26693909771977714	0.665,1.0,0.742	1.0,0.735,0.635	0.012
879	"ENSMUSG00000005373.14"	"Mlxipl"	chr5	+	135162607	135162975	135162607	135162727	135163340	135163464	879	4,2,7	2,0,0	2,1,2	0,0,0	372	124	0.64292446412	1.0	0.4,1.0,1.0	1.0,1.0,1.0	-0.2
880	"ENSMUSG00000005378.18"	"Bud23"	chr5	-	135086465	135086524	135086473	135086524	135085695	135085781	880	0,2,0	98,102,71	0,2,0	54,101,69	132	124	1	1.0	0.0,0.018,0.0	0.0,0.018,0.0	0.0
881	"ENSMUSG00000063047.10"	"Zfp780b"	chr7	-	27676164	27676258	27676176	27676258	27674177	27674230	881	46,39,13	25,18,20	12,31,20	6,12,10	136	124	0.196480495193	0.7541013498255179	0.627,0.664,0.372	0.646,0.702,0.646	-0.11
882	"ENSMUSG00000029673.20"	"Auts2"	chr5	-	131501075	131501317	131501096	131501317	131488964	131488994	882	21,28,23	0,3,3	16,17,15	0,1,4	145	124	0.909390569585	1.0	1.0,0.889,0.868	1.0,0.936,0.762	0.02
883	"ENSMUSG00000029673.20"	"Auts2"	chr5	-	131501075	131501317	131501096	131501317	131490119	131490191	883	22,30,26	4,7,4	16,19,17	3,8,7	145	124	0.161369388364	0.6660205837548846	0.825,0.786,0.848	0.82,0.67,0.675	0.098
884	"ENSMUSG00000029673.20"	"Auts2"	chr5	-	131501075	131501317	131501096	131501317	131494869	131494965	884	62,96,69	147,154,120	22,26,26	11,20,17	145	124	2.38352433746e-06	0.0002754400724368776	0.265,0.348,0.33	0.631,0.526,0.567	-0.26
885	"ENSMUSG00000029673.20"	"Auts2"	chr5	-	131501075	131501317	131501096	131501317	131499251	131499296	885	95,107,70	106,92,79	94,161,126	124,249,146	145	124	0.0421120248492	0.3115091231649253	0.434,0.499,0.431	0.393,0.356,0.425	0.063
886	"ENSMUSG00000030854.18"	"Ptpn5"	chr7	-	46740474	46741318	46741124	46741318	46739524	46739766	886	197,270,162	0,0,0	97,140,93	0,1,0	774	124	1	1.0	1.0,1.0,1.0	1.0,0.957,1.0	0.014
887	"ENSMUSG00000030854.18"	"Ptpn5"	chr7	-	46740474	46741318	46741124	46741318	46740168	46740252	887	341,415,290	5,7,0	217,346,269	0,4,3	774	124	0.372416346208	1.0	0.916,0.905,1.0	1.0,0.933,0.935	-0.016
888	"ENSMUSG00000020362.14"	"Cnot6"	chr11	-	49576074	49576179	49576089	49576179	49575913	49575982	888	121,150,101	291,329,236	91,150,91	188,298,93	139	124	0.0552626872421	0.36956922093154376	0.271,0.289,0.276	0.302,0.31,0.466	-0.081
889	"ENSMUSG00000000915.16"	"Hip1r"	chr5	+	124139054	124139155	124139054	124139153	124139268	124139374	889	137,163,114	1,0,0	97,141,89	0,0,0	126	124	1	1.0	0.993,1.0,1.0	1.0,1.0,1.0	-0.002
890	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104086730	104086910	104086735	104086910	104086264	104086423	890	1,0,0	2,3,5	1,1,1	4,6,3	129	124	0.0541897583417	0.3640795624399333	0.325,0.0,0.0	0.194,0.138,0.243	-0.083
891	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104112069	104112234	104112176	104112234	104110364	104110483	891	166,176,160	10,8,3	119,168,83	1,2,14	231	124	0.972774101238	1.0	0.899,0.922,0.966	0.985,0.978,0.761	0.021
892	"ENSMUSG00000087174.9"	"5530601H04Rik"	chrX	-	104113605	104113702	104113670	104113702	104113216	104113281	892	102,114,75	10,6,8	57,92,84	4,12,0	189	124	0.480595840035	1.0	0.87,0.926,0.86	0.903,0.834,1.0	-0.027
894	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123272676	123272780	123272686	123272780	123272394	123272490	894	10,7,4	2,4,6	2,11,1	3,5,2	134	124	0.605319418812	1.0	0.822,0.618,0.382	0.382,0.671,0.316	0.151
895	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123272676	123272780	123272686	123272780	123272394	123272493	895	13,7,8	15,11,25	6,15,6	6,18,10	134	124	0.360726703301	1.0	0.445,0.371,0.228	0.481,0.435,0.357	-0.076
896	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123276013	123276129	123276017	123276129	123272394	123272493	896	4,3,6	14,24,18	3,4,3	11,22,18	128	124	0.785428789482	1.0	0.217,0.108,0.244	0.209,0.15,0.139	0.024
897	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123276013	123276129	123276017	123276129	123272686	123272780	897	4,4,6	7,15,24	2,4,3	12,19,4	128	124	0.650133419623	1.0	0.356,0.205,0.195	0.139,0.169,0.421	0.009
898	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123276013	123276129	123276017	123276129	123272905	123272955	898	4,3,7	12,19,12	2,4,3	14,18,2	128	124	0.790563826677	1.0	0.244,0.133,0.361	0.122,0.177,0.592	-0.051
899	"ENSMUSG00000090086.9"	"AI480526"	chr5	-	123277029	123278036	123277931	123278036	123276017	123276129	899	391,501,460	44,47,36	348,479,415	37,77,5	1026	124	0.396498985212	1.0	0.518,0.563,0.607	0.532,0.429,0.909	-0.061
901	"ENSMUSG00000004788.12"	"Eif2b2"	chr12	+	85266595	85266716	85266595	85266707	85266870	85267019	901	135,141,91	3,3,4	99,140,114	1,2,0	133	124	0.0985506625037	0.5148514719225846	0.977,0.978,0.955	0.989,0.985,1.0	-0.021
903	"ENSMUSG00000004455.17"	"Ppp1cc"	chr5	+	122310794	122311018	122310794	122310866	122311208	122311343	903	1809,2256,1559	8,7,17	1306,1981,1267	12,24,18	276	124	0.0017011300031	0.04177999398109958	0.99,0.993,0.976	0.98,0.974,0.969	0.012
904	"ENSMUSG00000057181.16"	"5730455P16Rik"	chr11	-	80268579	80268860	80268667	80268860	80267628	80267709	904	4,2,2	104,144,88	4,9,4	82,112,90	212	124	0.0189574026663	0.19082904635170975	0.022,0.008,0.013	0.028,0.045,0.025	-0.018
905	"ENSMUSG00000020454.18"	"Eif4enif1"	chr11	+	3179868	3180101	3179868	3180065	3183987	3184059	905	158,190,108	0,1,0	126,182,171	3,0,2	160	124	1	1.0	1.0,0.993,1.0	0.97,1.0,0.985	0.013
906	"ENSMUSG00000020454.18"	"Eif4enif1"	chr11	+	3179868	3180101	3179868	3180065	3184461	3184645	906	143,133,91	0,0,2	72,128,114	1,1,0	160	124	1	1.0	1.0,1.0,0.972	0.982,0.99,1.0	0.0
907	"ENSMUSG00000023908.9"	"Pkmyt1"	chr17	+	23954173	23954694	23954173	23954346	23955297	23955375	907	30,41,28	0,0,1	35,40,42	0,0,0	472	124	1	1.0	1.0,1.0,0.88	1.0,1.0,1.0	-0.04
908	"ENSMUSG00000042744.17"	"Hectd4"	chr5	+	121430792	121430921	121430792	121430915	121433437	121433562	908	83,69,74	97,118,72	93,159,96	56,75,64	130	124	4.0431320506e-06	0.0004492541728532077	0.449,0.358,0.495	0.613,0.669,0.589	-0.19
909	"ENSMUSG00000068290.12"	"Ddrgk1"	chr2	-	130500392	130500631	130500508	130500631	130500219	130500258	909	3,11,7	108,182,106	3,7,2	103,131,156	240	124	0.109350350905	0.5379566696911837	0.014,0.03,0.033	0.015,0.027,0.007	0.009
910	"ENSMUSG00000053693.17"	"Mast1"	chr8	-	85651903	85652170	85652037	85652170	85650656	85650742	910	297,301,221	0,0,0	177,279,240	2,0,0	258	124	1	1.0	1.0,1.0,1.0	0.977,1.0,1.0	0.008
912	"ENSMUSG00000087516.9"	"Tbx3os1"	chr5	-	119755878	119756021	119755894	119756021	119718325	119718421	912	1,0,0	3,0,1	0,0,0	1,0,1	140	124	1	1.0	0.228,NA,0.0	0.0,NA,0.0	0.114
915	"ENSMUSG00000063810.8"	"Alms1"	chr6	+	85585967	85587514	85585967	85586107	85587799	85587918	915	111,182,101	17,11,13	91,99,93	11,24,7	1531	124	0.436713364914	1.0	0.346,0.573,0.386	0.401,0.25,0.518	0.045
916	"ENSMUSG00000066894.15"	"Vsig10"	chr5	+	117472832	117473132	117472832	117473107	117476271	117476526	916	6,2,2	0,0,1	0,0,2	0,0,0	149	124	1	1.0	1.0,1.0,0.625	NA,NA,1.0	-0.125
917	"ENSMUSG00000028295.15"	"Smim8"	chr4	-	34771873	34772053	34771877	34772053	34771257	34771414	917	11,8,6	3,4,3	2,7,10	0,2,5	128	124	0.653509118013	1.0	0.78,0.66,0.66	1.0,0.772,0.66	-0.111
918	"ENSMUSG00000061288.14"	"Taok3"	chr5	+	117342363	117344591	117342363	117342460	117344711	117344825	918	54,79,63	11,14,9	50,93,43	10,7,3	2255	124	0.194496979027	0.7513266464520522	0.213,0.237,0.278	0.216,0.422,0.441	-0.117
919	"ENSMUSG00000068748.8"	"Ptprz1"	chr6	+	22999198	23002745	22999198	23000198	23007272	23007417	919	18529,20227,14493	26,35,36	13510,21296,11218	34,62,53	2671	124	0.00013709082762	0.007381762737080563	0.971,0.964,0.949	0.949,0.941,0.908	0.029
920	"ENSMUSG00000029524.17"	"Sirt4"	chr5	-	115620633	115621177	115620682	115621177	115618289	115618584	920	16,23,19	43,45,25	16,19,12	27,41,9	173	124	0.491799893979	1.0	0.211,0.268,0.353	0.298,0.249,0.489	-0.068
921	"ENSMUSG00000029544.17"	"Cabp1"	chr5	-	115318846	115319030	115318850	115319030	115314298	115314329	921	2,13,1	0,0,2	2,2,1	0,0,0	128	124	0.579535192926	1.0	1.0,1.0,0.326	1.0,1.0,1.0	-0.225
922	"ENSMUSG00000047036.9"	"Zfp445"	chr9	-	122686131	122686226	122686167	122686226	122683771	122683882	922	44,61,35	0,0,0	27,44,24	0,0,2	160	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.903	0.032
923	"ENSMUSG00000047036.9"	"Zfp445"	chr9	-	122686131	122686226	122686167	122686226	122685763	122685890	923	103,134,90	161,187,100	66,128,65	77,176,63	160	124	0.373714235802	1.0	0.331,0.357,0.411	0.399,0.36,0.444	-0.035
924	"ENSMUSG00000060924.16"	"Csmd1"	chr8	-	15994993	15995178	15995004	15995178	15982462	15982636	924	2,0,2	28,23,25	0,0,1	19,21,9	135	124	0.353087103163	1.0	0.062,0.0,0.068	0.0,0.0,0.093	0.012
926	"ENSMUSG00000042328.14"	"Hps4"	chr5	+	112490960	112491029	112490960	112490988	112492406	112492914	926	8,9,6	2,2,3	4,9,3	3,1,0	165	124	0.385804622549	1.0	0.75,0.772,0.6	0.501,0.871,1.0	-0.083
927	"ENSMUSG00000029346.13"	"Srrd"	chr5	-	112485841	112485913	112485867	112485913	112485257	112485607	927	35,45,29	57,82,55	27,35,31	40,88,50	150	124	0.779651172798	1.0	0.337,0.312,0.304	0.358,0.247,0.339	0.003
929	"ENSMUSG00000085271.9"	"E130006D01Rik"	chr5	-	111891332	111891763	111891390	111891763	111887701	111887775	929	12,17,10	0,0,0	1,11,6	0,0,1	182	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.803	0.066
930	"ENSMUSG00000085271.9"	"E130006D01Rik"	chr5	-	111891332	111891763	111891528	111891763	111887701	111887775	930	30,31,20	1,2,2	5,22,11	0,0,2	320	124	0.0782566030722	0.4475527808642947	0.921,0.857,0.795	1.0,1.0,0.681	-0.036
931	"ENSMUSG00000085271.9"	"E130006D01Rik"	chr5	-	111891390	111891763	111891528	111891763	111887701	111887775	931	18,14,10	1,2,2	4,11,6	0,0,2	262	124	0.0442106315951	0.3193112866956097	0.895,0.768,0.703	1.0,1.0,0.587	-0.074
932	"ENSMUSG00000085271.9"	"E130006D01Rik"	chr5	-	111895707	111895858	111895712	111895858	111887701	111887775	932	14,13,11	2,1,0	4,15,6	1,1,1	129	124	0.675728033832	1.0	0.871,0.926,1.0	0.794,0.935,0.852	0.072
933	"ENSMUSG00000085271.9"	"E130006D01Rik"	chr5	-	111895707	111895858	111895712	111895858	111891528	111891763	933	8,5,4	1,1,0	5,6,2	0,0,0	129	124	1	1.0	0.885,0.828,1.0	1.0,1.0,1.0	-0.096
935	"ENSMUSG00000048285.10"	"Frmd6"	chr12	+	70923933	70924037	70923933	70924013	70925190	70925267	935	5,19,5	33,26,14	2,11,12	18,22,8	148	124	0.61768846187	1.0	0.113,0.38,0.23	0.085,0.295,0.557	-0.071
937	"ENSMUSG00000029504.6"	"Ddx51"	chr5	+	110803172	110803539	110803172	110803279	110803625	110803771	937	48,49,61	0,0,0	29,50,48	0,0,2	384	124	1	1.0	1.0,1.0,1.0	1.0,1.0,0.886	0.038
938	"ENSMUSG00000090015.10"	"Gm15446"	chr5	+	110080792	110081881	110080792	110080892	110088291	110088418	938	141,261,195	4,7,1	149,296,176	8,6,0	1113	124	0.780804322521	1.0	0.797,0.806,0.956	0.675,0.846,1.0	0.013
942	"ENSMUSG00000033540.19"	"Idua"	chr5	+	108827569	108827677	108827569	108827628	108827976	108828363	942	19,34,18	0,1,0	11,22,28	0,0,0	173	124	1	1.0	1.0,0.961,1.0	1.0,1.0,1.0	-0.013
943	"ENSMUSG00000033540.19"	"Idua"	chr5	+	108828726	108829070	108828726	108828943	108829245	108829458	943	0,5,8	12,18,14	1,1,1	10,9,9	251	124	0.0137988518234	0.1667986732962452	0.0,0.121,0.22	0.047,0.052,0.052	0.063
944	"ENSMUSG00000056531.12"	"Ccdc18"	chr5	+	108288724	108289045	108288724	108288831	108296776	108296905	944	0,4,2	6,6,11	0,0,0	1,1,2	338	124	0.0421599401722	0.3115091231649253	0.0,0.197,0.063	0.0,0.0,0.0	0.087
946	"ENSMUSG00000029267.18"	"Mtf2"	chr5	+	108217027	108217389	108217027	108217229	108221172	108221320	946	78,96,50	26,27,35	32,76,29	12,36,6	284	124	0.769493541589	1.0	0.567,0.608,0.384	0.538,0.48,0.678	-0.046
947	"ENSMUSG00000029267.18"	"Mtf2"	chr5	+	108217027	108217389	108217027	108217229	108228690	108228889	947	78,93,50	19,37,34	32,76,29	11,36,23	284	124	0.453445367319	1.0	0.642,0.523,0.391	0.56,0.48,0.355	0.054
948	"ENSMUSG00000029267.18"	"Mtf2"	chr5	+	108228690	108228893	108228690	108228889	108229002	108229084	948	0,0,0	169,212,152	0,0,1	102,151,76	128	124	1	1.0	0.0,0.0,0.0	0.0,0.0,0.013	-0.004
949	"ENSMUSG00000029267.18"	"Mtf2"	chr5	+	108229002	108229088	108229002	108229084	108234864	108234960	949	3,12,4	195,241,146	3,4,0	111,165,121	128	124	0.0678637671307	0.41234024814185044	0.015,0.046,0.026	0.026,0.023,0.0	0.013
951	"ENSMUSG00000048264.17"	"Dip2c"	chr13	+	9664382	9664504	9664382	9664492	9665780	9665861	951	26,49,23	92,105,57	28,40,15	65,108,49	136	124	0.877911725014	1.0	0.205,0.298,0.269	0.282,0.252,0.218	0.007
